A2_District	gender resp	age	Head_Household	educ	HH women	HH girls	HH men	HH boys	girls_school	boys_school	marital	residency	income	employment	income_source	A15 CFW	A15 Unconditional cash transfer	A15 Water supply	A15 Training	A15 Hygiene education	A15  Improved sanitation	A15 Agricultural support	A15 GBV support	disabled	disabled_HH	received_cash	persone_sick	B1_own_land	B1_AcresOwned	B3 Maize	B3 Beans	B3 Tomatoes	B3 other	B4 Maize_seeds	B4 Beans_seeds	B4 tomatoes_seeds	B4 other_seeds	B5 Maize_source	B5 Beans_Source	B5 tomatoes_source	B5 Other_source	B7 MaizeAcres	B7 Acres Beans	B7 Acres Tomatoes	B7 Acres Other	B8 MaizeEnough	B8 BeansEnough	B8 tomatoEnough	B8 OtherEnough	B9 Maize_fert	B9 Beans_fert	B9 Tom_fert	B9 other_fert	B15 Maize_fert_AVSI	B15 Bean_fert_AVSI	B15 tomatoes_fert_AVSI	B15 Other_fert_AVSI	B19 Modern agricultural practices	B19 Harvesting and post-harvesting handling	B19 Use of agricultural inputs	B19 Fertilizer application	B19 Soil erosion control	B19 Pest management	B19 Other training	B20_AVSI_equip	Equipment received	B25_FishFarm	C1_AVSI_CFW	D1_received_CT	E1_MainsourceWaterDry	E1_MainsourceWaterRainy	E3_Time_Water_Rainy	E4_Time_Water_Dry	E5_liters_per_day	E6_Boreholes_village	dry jan	dry feb	dry mar	dry apr	dry may	dry jun	dry jul	dry aug	dry sep	dry oct	dry nov	dry dec	E7_Water_treatment_kits	E9_sanitation	E10_people_per_toil	E11_latrines_proj	E12_Women_men_sep	E13_School_toil	E14_Toil_solar	latrines_OK	E15 Before preparing meals	E15 Before serving food	E15 Before eating	E15 Before feeding a baby	E15 After cleaning the baby of the feaces	E15 After using the toilet	E15 After handling garbage	E15 After playing with children	E16_Handwahs_why	E17_wash_with_what	E18_used_toil_lasttime	E19_covidTraning	E20 Jerry can	E20 Soap	E20 towel	E20 Underwear	E20 Nail cutter/clipper	E20 Comb	E21_heard_radio_Hygmess	E22_WasteManagement	feedback_text	category	A3_Village	girls_school_%	boys_school_%	gender HHH	age HHH	HH Total	income_per_member
Kismayo	Female	50	No	No education	1	0	1	1	0	0	Married	IDP	100	Unemployed	Casual employment	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	1.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	0.1	0.1	0.1	0.0	No	No	No	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	No	No	No	0	No	No	No	Tube well/borehole	Tube well/borehole	20	20	100	1	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Bush (in the open place)	4	No	No	No	No	No	Yes	Yes	Yes	No	Yes	No	No	No	To reduces spread/ transmission of disease	With water and sand	No	No	No	No	No	No	No	No	No	No	0	Tools and fertilizer beneficiary	Warkoy	0.0	0.0	Male	55	3	33.333333333333336
Kismayo	Female	45	No	No education	2	2	1	1	0	0	Married	Host Community	45	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	2.0	Yes	Yes	No	0	Improved	Improved	0	0	Received from AVSI	Received from AVSI	0	0	1.0	1.0	0.0	0.0	Yes	Yes	0	0	Received from AVSI	Received from AVSI	0	0	1	1	0	0	No	No	No	No	No	No	No	Yes	received equipment like spades, axe, panga and sacks	No	No	No	Unprotected dug well	Unprotected dug well	80	140	130	0	No	Yes	Yes	No	No	No	No	No	Yes	Yes	No	No	No	Pit latrine	14	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	To reduces spread/ transmission of disease	Water alone	No	No	No	No	No	No	No	No	Yes	No	the respondent and most of the other respondents in Warkoy villages mentioned that floods destroyed the crops they planted after the project support that negatively impacted on the expected produce from their farms.	Tools and fertilizer beneficiary	QamQam	0.0	0.0	Male	52	6	7.5
Kismayo	Female	30	No	No education	1	2	1	3	1	3	Married	IDP	60	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	10.0	Yes	Yes	No	0	Improved	Improved	0	0	Received from AVSI	Received from AVSI	0	0	4.0	3.0	0.0	0.0	Yes	Yes	0	0	Received from AVSI	Received from AVSI	0	0	1	1	0	0	No	No	No	No	No	No	No	Yes	"1Axe
1Rake
1spade"	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	20	37	40	1	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Bush (in the open place)	0	No	No	Yes	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	No	To be healthy	With water and ash	No	Yes	No	No	No	No	No	No	No	No	I appreciate the project.	Tools and fertilizer beneficiary	Yontoy	0.5	1.0	Male	53	7	8.571428571428571
Kismayo	Female	32	No	No education	1	4	1	6	2	3	Married	IDP	60	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	5.0	Yes	No	No	0	Improved	0	0	0	Received from AVSI	0	0	0	4.0	0.0	0.0	0.0	Yes	0	0	0	Received from AVSI	0	0	0	1	0	0	0	No	No	No	No	No	No	No	Yes	"1axe
1spade
1rake"	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	15	36	40	1	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Pit latrine	10	Yes	Yes	Yes	No	Yes	No	No	Yes	Yes	Yes	Yes	Yes	No	To reduces spread/ transmission of disease	Water alone	Yes	No	No	No	No	No	No	No	No	No	I am grateful for the support provided	Tools and fertilizer beneficiary	QamQam	0.5	0.5	Male	46	12	5.0
Kismayo	Female	45	No	No education	1	3	1	2	3	1	Married	IDP	90	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	15.0	Yes	Yes	No	0	Improved	Improved	0	0	Received from AVSI	Received from AVSI	0	0	8.0	5.0	0.0	0.0	Yes	Yes	0	0	Received from AVSI	Received from AVSI	0	0	1	1	0	0	No	No	No	No	No	No	No	Yes	"1rake
1spade
1axe"	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	20	38	40	1	No	Yes	No	No	No	No	No	No	No	No	No	No	No	Pit latrine	10	Yes	No	Yes	No	Yes	No	No	Yes	Yes	Yes	Yes	Yes	No	To be healthy	With water and sand	Yes	No	No	No	No	No	No	No	No	No	I am highly appreciative of the agricultural support that AVSI has provided me with.	Tools and fertilizer beneficiary	QamQam	1.0	0.5	Male	60	7	12.857142857142858
Kismayo	Male	55	Yes	No education	1	4	1	8	1	4	Married	IDP	100	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	5.0	Yes	Yes	No	0	Improved	Improved	0	0	Received from AVSI	Received from AVSI	0	0	2.0	1.0	0.0	0.0	Yes	Yes	0	0	Received from AVSI	Received from AVSI	0	0	1	1	0	0	No	No	No	No	No	No	No	Yes	"1rake
1spade
1axe"	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	20	45	40	1	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Bush (in the open place)	10	No	No	Yes	No	Yes	No	No	Yes	Yes	Yes	Yes	Yes	No	To be healthy	With water and sand	No	No	No	No	No	No	No	No	Yes	No	good	Tools and fertilizer beneficiary	Warkoy	0.25	0.5	Male	55	14	7.142857142857143
Kismayo	Female	33	No	No education	1	4	1	3	3	2	Married	Host Community	90	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	9.0	Yes	No	No	0	Improved	0	0	0	Received from AVSI	0	0	0	6.0	0.0	0.0	0.0	Yes	0	0	0	Received from AVSI	0	0	0	1	0	0	0	No	No	No	No	No	No	No	Yes	"1rake
1axe
1spade
1panga"	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	10	20	40	1	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Bush (in the open place)	0	No	No	Yes	No	No	No	No	Yes	Yes	Yes	Yes	Yes	No	To reduces spread/ transmission of disease	Water alone	No	No	No	No	No	No	No	No	Yes	No	I am glad to receive the agricultural support from AVSI	Tools and fertilizer beneficiary	Warkoy	0.75	0.6666666666666666	Male	52	9	10.0
Kismayo	Female	26	No	No education	2	1	1	2	0	0	Married	Host Community	55	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	2.0	Yes	Yes	No	0	Improved	Improved	0	0	Received from AVSI	Received from AVSI	0	0	1.0	1.0	0.0	0.0	Yes	Yes	0	0	Received from AVSI	Received from AVSI	0	0	1	1	0	0	No	No	No	No	No	No	No	Yes	Received equipment like spade, axe, panga and sacks	No	No	No	Unprotected dug well	Unprotected dug well	70	100	100	0	No	Yes	Yes	No	No	No	No	No	Yes	Yes	No	No	No	Pit latrine	8	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	To be healthy	Water alone	Yes	No	No	No	No	No	No	No	Yes	No	did not provide feedback	Tools and fertilizer beneficiary	Warkoy	0.0	0.0	Male	34	6	9.166666666666666
Kismayo	Female	40	No	No education	2	4	1	6	3	4	Married	IDP	60	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	5.0	Yes	Yes	No	0	Improved	Improved	0	0	Received from AVSI	Received from AVSI	0	0	2.0	1.0	0.0	0.0	Yes	Yes	0	0	Received from AVSI	Received from AVSI	0	0	1	1	0	0	No	No	No	No	No	No	No	Yes	"rake
axe and spade 1 each"	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	16	34	60	1	No	Yes	No	No	No	No	No	No	No	No	No	No	No	Bush (in the open place)	0	No	No	Yes	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	No	To be healthy	With water and ash	No	No	No	No	No	No	No	No	No	No	good	Tools and fertilizer beneficiary	Warkoy	0.75	0.6666666666666666	Male	59	13	4.615384615384615
Kismayo	Male	45	No	No education	1	2	1	3	0	0	Married	Host Community	85	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	3.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1.0	1.0	1.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	No	No	Yes	received axe, spade, panga, jembe and sacks	No	No	No	Unprotected dug well	Unprotected dug well	80	140	100	0	No	Yes	Yes	No	No	No	No	No	No	Yes	No	No	No	Bush (in the open place)	0	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	To reduces spread/ transmission of disease	Water alone	No	No	No	No	No	No	No	No	Yes	No	No feedback provided	Tools and fertilizer beneficiary	Warkoy	0.0	0.0	Male	48	7	12.142857142857142
Kismayo	Female	32	No	No education	1	2	1	2	0	0	Married	Host Community	45	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	2.0	Yes	Yes	No	0	Improved	Improved	0	0	Received from AVSI	Received from AVSI	0	0	1.0	1.0	0.0	0.0	Yes	Yes	0	0	Received from AVSI	Received from AVSI	0	0	1	1	0	0	No	No	No	No	No	No	No	Yes	received equipment like spade, axe, jembe, panga and sacks	No	No	No	Unprotected dug well	Unprotected dug well	50	90	120	0	No	No	Yes	Yes	No	No	No	No	No	Yes	Yes	No	No	Pit latrine	8	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	To be healthy	Water alone	Yes	No	No	No	No	No	No	No	Yes	No	didn't provide feedback	Tools and fertilizer beneficiary	Warkoy	0.0	0.0	Male	39	6	7.5
Kismayo	Female	30	Yes	Some Primary	1	2	0	1	1	0	Divorced	IDP	90	Self-employed	Small scale trade	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	16.0	Yes	Yes	No	0	Improved	Improved	0	0	Received from AVSI	Received from AVSI	0	0	5.0	4.0	0.0	0.0	No	No	0	0	Received from AVSI	Received from AVSI	0	0	1	1	0	0	No	No	No	No	No	No	No	Yes	axe spade panga and rake 1 each item	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	6	15	60	1	Yes	No	Yes	No	No	No	No	No	No	No	No	No	No	Bush (in the open place)	0	No	No	No	No	No	No	No	Yes	No	Yes	Yes	No	No	To reduces spread/ transmission of disease	With water and sand	No	No	No	No	No	No	No	No	Yes	No	For the support I was given, I am highly appreciative and I would be more glad if supported again.	Tools and fertilizer beneficiary	Warkoy	0.5	0.0	Female	30	4	22.5
Kismayo	Female	41	No	Some Primary	1	2	1	6	1	4	Married	IDP	60	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	17.0	Yes	No	No	0	Improved	0	0	0	Received from AVSI	0	0	0	5.0	0.0	0.0	0.0	Yes	0	0	0	Received from AVSI	0	0	0	1	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Public tap/standpipe	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	7	17	80	1	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Bush (in the open place)	0	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	No	To be healthy	With water and sand	No	Yes	No	No	No	No	No	No	No	No	the support is with grateful	Tools and fertilizer beneficiary	Yontoy	0.5	0.6666666666666666	Male	56	10	6.0
Kismayo	Male	53	Yes	Some Primary	2	4	1	5	4	5	Married	IDP	200	Self-employed	Land cultivation	No	No	No	No	No	No	No	No	No	No	No	No	Yes	8.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	2.0	2.0	2.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Fertilizers and farming tools	No	No	No	Unprotected dug well	Unprotected dug well	30	60	50	1	No	No	No	No	No	No	No	No	No	Yes	Yes	No	No	Pit latrine	15	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Tools and fertilizer beneficiary	Kayledheere	1.0	1.0	Male	53	12	16.666666666666668
Kismayo	Male	44	No	Some Primary	2	3	2	4	3	4	Married	Host Community	200	Self-employed	Land cultivation	No	No	No	No	No	No	Yes	Yes	No	No	No	No	No	0.0				0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Yes	Yes	Yes	Yes	Yes	No	No	0	No	No	No	Unprotected dug well	Unprotected dug well	60	120	45	1	No	No	No	No	No	Yes	No	No	No	No	No	No	No	Pit latrine	15	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Tools and fertilizer beneficiary	Yontoy	1.0	1.0	Male	50	11	18.181818181818183
Kismayo	Female	27	No	No education	1	1	1	4	0	0	Married	Host Community	40	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	7.0	Yes	No	No	0	Improved	0	0	0	Received from AVSI	0	0	0	3.0	0.0	0.0	0.0	Yes	0	0	0	Received from AVSI	0	0	0	1	0	0	0	No	No	No	No	No	No	No	Yes	"AXE
HOE
SPADE"	No	No	No	Public tap/standpipe	Public tap/standpipe	26	35	80	0	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	Pit latrine	25	Yes	No	No	Yes	No	No	No	Yes	No	No	No	No	No	To reduces spread/ transmission of disease	Water alone	No	Yes	No	No	No	No	No	No	Yes	Yes	0	Tools and fertilizer beneficiary	Yontoy	0.0	0.0	Male	31	7	5.714285714285714
Kismayo	Male	36	Yes	Completed primary	2	4	1	3	2	2	Married	Host Community	160	Self-employed	Land cultivation	No	No	No	No	No	No	Yes	Yes	No	Yes	No	No	Yes	5.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	2.0	2.0	2.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	"Farming tools and fertilizers including Hoe – metallic 
, Spade – metallic 
, Axe File, - metallic
 Machete – metallic 
 Rake – metallic"	No	No	No	Unprotected dug well	Unprotected dug well	120	120	60	1	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Pit latrine	16	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Tools and fertilizer beneficiary	Warkoy	0.5	0.6666666666666666	Male	36	10	16.0
Kismayo	Male	29	Yes	Some Primary	1	3	1	2	1	2	Married	IDP	70	Self-employed	Casual employment	No	No	Yes	No	Yes	No	No	Yes	No	No	No	Yes	Yes	3.70658	Yes	Yes	No	0	Recycled	Recycled	0	0	Saved from own harvest	Saved from own harvest	0	0	0.6177635	0.6177635	0.0	0.0	No	No	0	0	Given by relatives/friends	Given by relatives/friends	0	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	30	60	100	1	Yes	No	No	No	No	No	No	Yes	No	No	Yes	No	Yes	Pit latrine	10	No	No	Yes	No	Yes	No	Yes	Yes	Yes	No	Yes	Yes	No	To be healthy	With water and soap	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	The respondent participated in the Supply of pesticide and multivitamins treatments for farm animals.	Tools and fertilizer beneficiary	QamQam	0.3333333333333333	1.0	Male	29	7	10.0
Kismayo	Female	25	No	Some Primary	1	1	1	3	1	1	Married	IDP	60	Self-employed	Casual employment	No	No	Yes	No	Yes	No	Yes	Yes	No	No	No	No	Yes	2.47105	Yes	No	No	0	Recycled	0	0	0	Saved from own harvest	0	0	0	1.23553	0.0	0.0	0.0	Yes	0	0	0	Received from AVSI	0	0	0	1	0	0	0	No	No	No	No	No	No	No	Yes	HAND SICKLE, SHOVEL & SPADE, AXE, PICKAXE and HOE	No	No	No	Protected dug well	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	30	60	80	2	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Pit latrine	15	Yes	No	Yes	No	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	No	To be healthy	With water and soap	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	The respondent participated in the Supply of pesticide and multivitamins treatments for farm animals.	Tools and fertilizer beneficiary	Warkoy	1.0	0.3333333333333333	Male	41	6	10.0
Kismayo	Female	28	Yes	Completed secondary	2	2	2	1	2	3	Single	Returnee	100	Self-employed	Small scale trade	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes	9.88422	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1.23553	1.23553	1.23553	0.0	No	No	No	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	No	No	Yes	HAND SICKLE, SHOVEL & SPADE, AXE, PICKAXE and HOE	No	Yes	No	Protected dug well	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	30	60	100	2	Yes	Yes	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Pit latrine	10	No	No	Yes	No	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No	To be healthy	With water and soap	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	GBV volunteers	Bulo Gaduud /Yontoy	1.0	3.0	Female	28	7	14.285714285714286
Kismayo	Female	21	No	Some Primary	1	3	1	0	1	0	Married	Host Community	120	Self-employed	Casual employment	Yes	No	No	Yes	Yes	Yes	No	Yes	No	No	No	No	No	0.0				0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	Yes	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	30	60	100	2	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Pit latrine	8	No	No	Yes	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	To be healthy	With water and soap	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	GBV volunteers	Gobweyn/Safdheer/Sahil 	0.3333333333333333	0.0	Male	38	5	24.0
Kismayo	Male	25	Yes	Some Primary	1	1	1	2	1	1	Married	Host Community	100	Self-employed	Land cultivation	No	No	No	No	No	No	Yes	Yes	No	Yes	No	Yes	No	0.0				0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Fertilizer and farming tools	No	No	No	Unprotected dug well	Unprotected dug well	120	120	40	1	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Pit latrine	8	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Tools and fertilizer beneficiary	QamQam	1.0	0.5	Male	25	5	20.0
Kismayo	Male	40	Yes	Some Primary	1	2	1	3	1	1	Married	Host Community	90	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	Yes	No	Yes	No	No	Yes	10.0	Yes	Yes	No	0	Improved	Improved	0	0	Received from AVSI	Received from AVSI	0	0	6.0	3.0	0.0	0.0	No	No	0	0	Received from AVSI	Received from AVSI	0	0	2	2	0	0	No	No	No	No	No	No	No	Yes	"1axe
1spade
1rake
1panga"	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	10	20	50	2	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Bush (in the open place)	0	No	No	Yes	No	No	No	No	Yes	Yes	Yes	Yes	Yes	No	To reduces spread/ transmission of disease	Water alone	No	No	No	No	No	No	No	No	No	No	I am in vulnerable situation and would have appreciated if given another support, livelihood.	Tools and fertilizer beneficiary	Yontoy	0.5	0.3333333333333333	Male	40	7	12.857142857142858
Kismayo	Female	25	No	No education	1	1	1	5	0	0	Married	Host Community	55	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	2.0	Yes	Yes	No	0	Improved	Improved	0	0	Received from AVSI	Received from AVSI	0	0	1.0	1.0	0.0	0.0	Yes	Yes	0	0	Received from AVSI	Received from AVSI	0	0	1	1	0	0	No	No	No	No	No	No	No	Yes	received equipment like spades, axe, jembe and sacks	No	No	No	Unprotected dug well	Unprotected dug well	70	120	100	0	No	Yes	Yes	No	No	No	No	No	Yes	Yes	No	No	No	Bush (in the open place)	0	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	To be healthy	Water alone	No	No	No	No	No	No	No	No	Yes	No	Didn't provide feedback	Tools and fertilizer beneficiary	Warkoy	0.0	0.0	Male	30	8	6.875
Kismayo	Female	29	Yes	Some Primary	1	3	1	2	2	2	Married	Host Community	145	Self-employed	Land cultivation	No	No	No	No	No	No	Yes	Yes	No	No	No	No	Yes	8.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	2.0	2.0	2.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	"Fertilizers and farming tools including Hoe – metallic 
, Spade – metallic 
, Axe File, - metallic
 Machete – metallic 
 Rake – metallic"	No	No	No	Unprotected dug well	Protected dug well	120	120	35	1	No	No	No	No	No	No	Yes	No	No	No	No	No	No	Pit latrine	10	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Tools and fertilizer beneficiary	Warkoy	0.6666666666666666	1.0	Female	29	7	20.714285714285715
Kismayo	Male	63	Yes	No education	1	7	1	1	4	0	Married	IDP	30	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	9.0	Yes	Yes	No	0	Recycled	Recycled	0	0	Saved from own harvest	Saved from own harvest	0	0	4.0	2.0	0.0	0.0	No	No	0	0	Given by relatives/friends	Given by relatives/friends	0	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	30	68	40	1	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Bush (in the open place)	17	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	No	To be healthy	Water alone	No	No	No	No	No	No	No	No	Yes	No	I would need intervention especially livelihood, we have no latrines, clean water, education, healthcare and food.	Tools and fertilizer beneficiary	Kayledheere	0.5714285714285714	0.0	Male	63	10	3.0
Kismayo	Male	39	Yes	Some Primary	1	2	1	4	0	2	Married	IDP	30	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	15.0	Yes	Yes	No	0	Improved	Improved	0	0	Received from AVSI	Received from AVSI	0	0	5.0	3.0	0.0	0.0	No	No	0	0	Received from AVSI	Received from AVSI	0	0	1	1	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	50	130	40	0	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Bush (in the open place)	10	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No	To reduces spread/ transmission of disease	Water alone	No	No	No	No	No	No	No	No	No	No	I am a very poor farmer who needs all kinds of intervention.	Tools and fertilizer beneficiary	Kayledheere	0.0	0.5	Male	39	8	3.75
Kismayo	Female	35	No	Completed primary	1	2	1	4	0	4	Married	IDP	150	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	Yes	No	No	Yes	9.88421526	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	3.0	3.0	3.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	No	No	Yes	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Rainwater collection	10	30	100	1	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Pit latrine	10	No	No	No	No	No	Yes	No	Yes	No	Yes	Yes	No	No	To reduces spread/ transmission of disease	With water and sand	Yes	No	No	No	No	No	No	No	No	No	0	Tools and fertilizer beneficiary	Warkoy	0.0	1.0	Male	55	8	18.75
